"","Koder_samlet","SKS1","SKS1_til","SKS2","SKS2_til","SKS3","SKS3_til","SKS4","SKS4_til","SKS5","SKS5_til","SKS6","SKS6_til","Tid_i_min"
"1208","UXCC00_UXZ11/UXCC00_UXZ41","CT-skanning af thorax","uden i.v. kontrast","CT-skanning af thorax","med CT-angiografi",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1236","UXCC00_UXZ11/UXCD00_UXZ10","CT-skanning af thorax","uden i.v. kontrast","CT-skanning af abdomen","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1248","UXCC00_UXZ11/UXCD60_UXZ11","CT-skanning af thorax","uden i.v. kontrast","CT-skanning af nyrer","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1252","UXCC00_UXZ11/UXCD65_UXZ12","CT-skanning af thorax","uden i.v. kontrast","CT-skanning af binyrer","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1256","UXCC00_UXZ12/UXCC00_UXZ41","CT-skanning af thorax","både med og uden i.v. kontrast","CT-skanning af thorax","med CT-angiografi",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1326","UXCD00_UXZ10/UXCD00_UXZ11","CT-skanning af abdomen","med i.v. kontrast","CT-skanning af abdomen","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1330","UXCD00_UXZ10/UXCD60_UXZ11","CT-skanning af abdomen","med i.v. kontrast","CT-skanning af nyrer","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1334","UXCD00_UXZ10/UXCD62_UXZ11","CT-skanning af abdomen","med i.v. kontrast","CT-urografi","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1338","UXCD00_UXZ10/UXCE10_UXZ11","CT-skanning af abdomen","med i.v. kontrast","CT-skanning af columna cervicalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1366","UXCD00_UXZ11/UXCD62_UXZ10","CT-skanning af abdomen","uden i.v. kontrast","CT-urografi","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1370","UXCD00_UXZ11/UXCE10_UXZ11","CT-skanning af abdomen","uden i.v. kontrast","CT-skanning af columna cervicalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1418","UXCF30_TUL1/UXCF30_UXZ10","CT-skanning af underarm","højresidig","CT-skanning af underarm","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1420","UXCF30_TUL1/UXCF30_UXZ11","CT-skanning af underarm","højresidig","CT-skanning af underarm","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1434","UXCG00_TUL1/UXCG00_UXZ11","CT-skanning af hel underekstremitet","højresidig","CT-skanning af hel underekstremitet","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1436","UXCG00_TUL2/UXCG00_UXZ10","CT-skanning af hel underekstremitet","venstresidig","CT-skanning af hel underekstremitet","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1450","UXCG15_TUL2/UXCG15_UXZ12","CT-skanning af hofte","venstresidig","CT-skanning af hofte","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1452","UXCG20_TUL1/UXCG20_UXZ10","CT-skanning af femur","højresidig","CT-skanning af femur","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1454","UXCG20_TUL2/UXCG20_UXZ10","CT-skanning af femur","venstresidig","CT-skanning af femur","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1468","UXCG30_TUL2/UXCG30_UXZ10","CT-skanning af crus","venstresidig","CT-skanning af crus","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1475","UXRG60_TUL1/UXRG60_TUL2","Røntgenundersøgelse på lang film af underekstremiteten","højresidig","Røntgenundersøgelse på lang film af underekstremiteten","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"623","BMBZ01A_NA/UXCD00_UXZ10","Anlæggelse af gripper i vaskulær injektionsport",NA,"CT-skanning af abdomen","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1128","UXCA90_UXZ10/UXRC00_NA","CT-skanning af traumept. (hoved, thorax, abdomen og bækken)","med i.v. kontrast","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1180","UXCC00_NA/UXCC00A_UXZ11","CT-skanning af thorax",NA,"CT-skanning af hjertet","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1182","UXCC00_NA/UXCD00_UXZ11","CT-skanning af thorax",NA,"CT-skanning af abdomen","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1260","UXCC00_UXZ12/UXCC00A_NA","CT-skanning af thorax","både med og uden i.v. kontrast","CT-skanning af hjertet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1","UXCD00_UXZ10","CT-skanning af abdomen","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"3","UXCA00_UXZ11","CT-skanning af cerebrum","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"9","UXCC77_UXZ11","High Resolution CT-skanning af lunger","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"11","UXCC00_UXZ11","CT-skanning af thorax","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"13","UXCD00_UXZ11","CT-skanning af abdomen","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"15","UXCC00_UXZ10","CT-skanning af thorax","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"17","UXCD62_UXZ11","CT-urografi","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"23","UXCE10_UXZ11","CT-skanning af columna cervicalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"25","UXCA25_UXZ11","CT-skanning af ansigtsskelet","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"35","UXCA00_UXZ12A","CT-skanning af cerebrum","både med og uden i.v. kontrast samt peroral kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"52","UXCA90_UXZ10","CT-skanning af traumept. (hoved, thorax, abdomen og bækken)","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"54","UXCG10_UXZ11","CT-skanning af ossøse bækken","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"66","UXCA40_UXZ11","Aksial CT-skanning af bihuler, inkl. cavum nasi","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"68","UXCD60_UXZ11","CT-skanning af nyrer","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"72","UXCD00_UXZ12","CT-skanning af abdomen","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"78","UXCD55_UXZ10","CT-skanning af pancreas","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"80","UXCC00A_UXZ12","CT-skanning af hjertet","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"82","UXCA00_UXZ10","CT-skanning af cerebrum","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"100","UXCD55_UXZ12","CT-skanning af pancreas","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"110","UXCD00_UXZ10A","CT-skanning af abdomen","med i.v. kontrast samt peroral kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"115","UXCE30_UXZ11","CT-skanning af columna lumbalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"125","UXCD62_UXZ10","CT-urografi","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"127","UXCD65_UXZ11","CT-skanning af binyrer","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"129","UXCD62_UXZ12","CT-urografi","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"145","UXCC00A_UXZ10","CT-skanning af hjertet","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"159","UXCA90_UXZ12","CT-skanning af traumept. (hoved, thorax, abdomen og bækken)","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"186","UXCD40_UXZ10","CT-skanning af lever","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"208","UXCD15_UXZ10","CT-skanning af nedre abdomen, inkl. bækken","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"216","UXCD40_UXZ12","CT-skanning af lever","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"218","UXCC70_UXZ10","CT-skanning af aorta thoracalis","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"226","UXCC20_UXZ11","CT-skanning af clavicel","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"240","UXCC00A_UXZ11","CT-skanning af hjertet","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"242","UXCD65_UXZ10","CT-skanning af binyrer","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"244","UXCE20_UXZ11","CT-skanning af columna thoracalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"256","UXCD65_UXZ12","CT-skanning af binyrer","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"276","UXCD60_UXZ10","CT-skanning af nyrer","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"278","UXCA90_UXZ11","CT-skanning af traumept. (hoved, thorax, abdomen og bækken)","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"280","UXCB00_UXZ10","CT-skanning af hals","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"286","UXCC00_UXZ12","CT-skanning af thorax","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"328","UXCD10_UXZ10","CT-skanning af øvre abdomen","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"394","UXCA25_UXZ10","CT-skanning af ansigtsskelet","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"396","UXCB00_UXZ11","CT-skanning af hals","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"402","UXCD15_UXZ11","CT-skanning af nedre abdomen, inkl. bækken","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"420","UXCD60_UXZ12","CT-skanning af nyrer","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"458","UXCD00_UXZ12A","CT-skanning af abdomen","både med og uden i.v. kontrast samt peroral kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"495","UXCA60_UXZ11","CT-skanning af mandiblen","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"497","UXCC35_UXZ11","CT-skanning af sternum","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"509","UXCA05_UXZ11","CT-skanning af kranie","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"511","UXCA20_UXZ10","CT-skanning af orbita","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"525","UXCD30_UXZ10","CT-skanning af aorta abdominalis","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"527","UXCE50_UXZ11","CT-skanning af os sacrum","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"600","UXCC70_UXZ11","CT-skanning af aorta thoracalis","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"606","UXCC75_UXZ10","CT-skanning af lunger","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"612","UXCE10_UXZ10","CT-skanning af columna cervicalis","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"649","UXCA05_UXZ10","CT-skanning af kranie","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"651","UXCA15_UXZ11","CT-skanning af os temporale","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"753","UXCC30_UXZ11","CT-skanning af sternoclaviculærled","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"755","UXCC70_UXZ12","CT-skanning af aorta thoracalis","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"757","UXCC75_UXZ11","CT-skanning af lunger","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"779","UXCD10_UXZ11","CT-skanning af øvre abdomen","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"781","UXCD40_UXZ11","CT-skanning af lever","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"783","UXCD55_UXZ11","CT-skanning af pancreas","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"819","NAAC_ZPTA3","Generel anæstesi","procedure udført i generel anæstesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1048","UXCA20_UXZ11","CT-skanning af orbita","uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1050","UXCA20_UXZ12","CT-skanning af orbita","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1076","UXCA40_UXZ10","Aksial CT-skanning af bihuler, inkl. cavum nasi","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1106","UXCA40_UXZ12","Aksial CT-skanning af bihuler, inkl. cavum nasi","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1374","UXCD15_UXZ12","CT-skanning af nedre abdomen, inkl. bækken","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1376","UXCD75_UXZ12","CT-skanning af blære","både med og uden i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1398","UXCE30_UXZ10","CT-skanning af columna lumbalis","med i.v. kontrast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1473","UXRF25_TUL2","Røntgenundersøgelse af albue","venstresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1474","UXRG50_TUL1","Røntgenundersøgelse af fod og tæer","højresidig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"622","AUX22_NA","Kopiering af røntgenbilleder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"625","KJAA00A_NA","Drænage af peritonealhule, perkutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"813","KJJA10_NA","Hepatotomi (drænage)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1470","UXRA25_NA","Røntgenundersøgelse af ansigtsskelet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1471","UXRC00_NA","Røntgenundersøgelse af thorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"1472","UXRE10_NA","Røntgenundersøgelse af columna cervicalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
